trade_date,minute,shanghai_amount_yuan,shenzhen_amount_yuan,total_amount_yuan,previous_trade_date,previous_total_amount_yuan,delta_amount_yuan,temperature_pct,source,quote_at
2026-08-25,09:30,6654691768,7885883421,14540575189,2026-08-24,17597220495,-3056645306,-17.370046,tencent,2026-08-25T09:30:00+08:00
2026-08-25,09:40,141859923709,159881203187,301741126896,2026-08-24,374248268399,-72507141503,-19.374075,tencent,2026-08-25T09:40:00+08:00
2026-08-25,09:50,223449006497,251767717840,475216724337,2026-08-24,578491734615,-103275010278,-17.852461,tencent,2026-08-25T09:50:00+08:00
2026-08-25,10:00,290562742376,322213640410,612776382786,2026-08-24,724547725997,-111771343211,-15.42636,tencent,2026-08-25T10:00:00+08:00
2026-08-25,10:10,343415045791,382569009903,725984055694,2026-08-24,839747746050,-113763690356,-13.547365,tencent,2026-08-25T10:10:00+08:00
2026-08-25,10:20,382874390948,425756091122,808630482070,2026-08-24,929514494098,-120884012028,-13.00507,tencent,2026-08-25T10:20:00+08:00
2026-08-25,10:30,421406613148,462243698142,883650311290,2026-08-24,1007214088261,-123563776971,-12.267876,tencent,2026-08-25T10:30:00+08:00
2026-08-25,10:40,451926280567,494595203642,946521484209,2026-08-24,1080032249887,-133510765678,-12.361739,tencent,2026-08-25T10:40:00+08:00
2026-08-25,10:50,474620255631,520585021340,995205276971,2026-08-24,1157717489630,-162512212659,-14.037294,tencent,2026-08-25T10:50:00+08:00
2026-08-25,11:00,495514498878,543736810424,1039251309302,2026-08-24,1220734205045,-181482895743,-14.8667,tencent,2026-08-25T11:00:00+08:00
2026-08-25,11:10,512771345494,564235046222,1077006391716,2026-08-24,1286758497362,-209752105646,-16.300814,tencent,2026-08-25T11:10:00+08:00
2026-08-25,11:20,528068215685,583081452745,1111149668430,2026-08-24,1335189290808,-224039622378,-16.779615,tencent,2026-08-25T11:20:00+08:00
2026-08-25,11:30,544630186667,602582883389,1147213070056,2026-08-24,1371069895300,-223856825244,-16.327164,tencent,2026-08-25T11:30:00+08:00
